	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
RhASF-10_1_3900	RhASF-10	1	3900	4231213	4232214	-1	D										EamA-like transporter family [PF00892.25]					0
RhASF-10_1_3901	RhASF-10	1	3901	4232254	4232787	1	D										CGNR zinc finger [PF11706.13]; Putative stress-induced transcription regulator [PF07336.16]					0
RhASF-10_1_3902	RhASF-10	1	3902	4232871	4233182	1	E															0
RhASF-10_1_3903	RhASF-10	1	3903	4233216	4234667	-1	C	K00141	benzaldehyde dehydrogenase (NAD) [EC:1.2.1.28]								Aldehyde dehydrogenase family [PF00171.27]					0
RhASF-10_1_3904	RhASF-10	1	3904	4234707	4236230	-1	D										Retinal pigment epithelial membrane protein [PF03055.20]					0
RhASF-10_1_3905	RhASF-10	1	3905	4236223	4237854	-1	C	K05712	3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127]								FAD binding domain [PF01494.24]; FAD dependent oxidoreductase [PF12831.12]; FAD binding domain [PF00890.29]; Thi4 family [PF01946.22]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.19]					0
RhASF-10_1_3906	RhASF-10	1	3906	4237914	4238699	-1	D										Bacterial transcriptional regulator [PF01614.23]; IclR helix-turn-helix domain [PF09339.15]					0
RhASF-10_1_3907	RhASF-10	1	3907	4238847	4240433	1	D										Major Facilitator Superfamily [PF07690.21]; Fungal trichothecene efflux pump (TRI12) [PF06609.18]; Sugar (and other) transporter [PF00083.29]; Transmembrane secretion effector [PF05977.18]					0
RhASF-10_1_3908	RhASF-10	1	3908	4240435	4240938	1	D										Protein of unknown function (DUF3237) [PF11578.13]					0
RhASF-10_1_3909	RhASF-10	1	3909	4240940	4241872	1	D										Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily [PF00903.30]					0
RhASF-10_1_3910	RhASF-10	1	3910	4241876	4242703	1	C	K16164	acylpyruvate hydrolase [EC:3.7.1.5]								Fumarylacetoacetate (FAA) hydrolase family [PF01557.23]					0
RhASF-10_1_3911	RhASF-10	1	3911	4242736	4243962	-1	C	K18479	sulfoquinovose isomerase [EC:5.3.1.31]								N-acylglucosamine 2-epimerase (GlcNAc 2-epimerase) [PF07221.16]					0
RhASF-10_1_3912	RhASF-10	1	3912	4244003	4244560	-1	D										RibD C-terminal domain [PF01872.22]					0
RhASF-10_1_3913	RhASF-10	1	3913	4244630	4245040	-1	D										Endoribonuclease L-PSP [PF01042.26]					0
RhASF-10_1_3914	RhASF-10	1	3914	4245122	4245490	1	D										HxlR-like helix-turn-helix [PF01638.22]					0
RhASF-10_1_3915	RhASF-10	1	3915	4245552	4246583	1	D										Uncharacterized protein conserved in bacteria (DUF2087) [PF09860.14]					0
RhASF-10_1_3916	RhASF-10	1	3916	4246694	4247644	1	C	K07217	manganese catalase [EC:1.11.1.6]								Manganese containing catalase [PF05067.17]					0
RhASF-10_1_3917	RhASF-10	1	3917	4247697	4248668	-1	C	K03716	spore photoproduct lyase [EC:4.1.99.14]								Spore photoproduct lyase [PF20903.2]					0
RhASF-10_1_3918	RhASF-10	1	3918	4248836	4251361	-1	D										EAL domain [PF00563.25]; Diguanylate cyclase, GGDEF domain [PF00990.26]; PAS fold [PF08448.15]					0
RhASF-10_1_3919	RhASF-10	1	3919	4251675	4252772	1	D										DNA alkylation repair enzyme [PF08713.16]					0
RhASF-10_1_3920	RhASF-10	1	3920	4252795	4253922	1	D										MucB/RseB N-terminal domain [PF03888.19]					0
RhASF-10_1_3921	RhASF-10	1	3921	4253919	4254881	1	C	K01990	ABC-2 type transport system ATP-binding protein								ABC transporter [PF00005.32]; AAA domain, putative AbiEii toxin, Type IV TA system [PF13304.11]					0
RhASF-10_1_3922	RhASF-10	1	3922	4254878	4255690	1	C	K01992	ABC-2 type transport system permease protein								ABC-2 family transporter protein [PF12730.12]; ABC-2 family transporter protein [PF12679.12]					0
RhASF-10_1_3923	RhASF-10	1	3923	4255680	4256489	-1	C	K01046	triacylglycerol lipase [EC:3.1.1.3]								Lipase (class 2) [PF01674.23]; PGAP1-like protein [PF07819.18]; Palmitoyl protein thioesterase [PF02089.20]; Putative serine esterase (DUF676) [PF05057.19]; alpha/beta hydrolase fold [PF00561.25]					0
RhASF-10_1_3924	RhASF-10	1	3924	4256511	4257554	-1	D										Zinc-binding dehydrogenase [PF00107.31]; Zinc-binding dehydrogenase [PF13602.11]; Alcohol dehydrogenase GroES-like domain [PF08240.17]; short chain dehydrogenase [PF00106.30]; NAD dependent epimerase/dehydratase family [PF01370.26]					0
RhASF-10_1_3925	RhASF-10	1	3925	4257644	4257910	-1	C	K19158	toxin YoeB [EC:3.1.-.-]								YoeB-like toxin of bacterial type II toxin-antitoxin system [PF06769.19]					0
RhASF-10_1_3926	RhASF-10	1	3926	4257907	4258155	-1	C	K19159	antitoxin YefM								Antitoxin Phd_YefM, type II toxin-antitoxin system [PF02604.24]					0
RhASF-10_1_3927	RhASF-10	1	3927	4258679	4259866	-1	C	K02341	DNA polymerase III subunit delta' [EC:2.7.7.7]								DNA polymerase III, delta subunit [PF13177.11]; DNA polymerase III, delta subunit, C terminal [PF09115.15]					0
RhASF-10_1_3928	RhASF-10	1	3928	4259967	4262960	-1	C	K03168	DNA topoisomerase I [EC:5.6.2.1]								DNA topoisomerase [PF01131.25]; Toprim domain [PF01751.27]; Topoisomerase C-terminal repeat [PF13368.11]; Histone H1-like nucleoprotein HC2 [PF07382.16]					0
RhASF-10_1_3929	RhASF-10	1	3929	4263070	4263732	-1	E															0
RhASF-10_1_3930	RhASF-10	1	3930	4263805	4264008	-1	C	K03704	cold shock protein								'Cold-shock' DNA-binding domain [PF00313.27]					0
RhASF-10_1_3931	RhASF-10	1	3931	4264400	4266769	1	C	K06877	DEAD/DEAH box helicase domain-containing protein								MrfA Zn-binding domain [PF09369.15]; DEAD/DEAH box helicase [PF00270.34]; ATP-dependent helicase HRQ1, winged helix domain [PF22982.1]; Helicase conserved C-terminal domain [PF00271.36]					0
RhASF-10_1_3932	RhASF-10	1	3932	4266973	4267740	-1	C	K05799	GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex								Bacterial regulatory proteins, gntR family [PF00392.26]; FCD domain [PF07729.17]					0
RhASF-10_1_3933	RhASF-10	1	3933	4267862	4269547	1	C	K03303	lactate permease								L-lactate permease [PF02652.19]					0
RhASF-10_1_3934	RhASF-10	1	3934	4269600	4270862	1	C	K00101	L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]								FMN-dependent dehydrogenase [PF01070.23]; Nitronate monooxygenase [PF03060.20]					0
RhASF-10_1_3935	RhASF-10	1	3935	4271061	4271426	-1	E															0
RhASF-10_1_3936	RhASF-10	1	3936	4271423	4271734	-1	E															0
RhASF-10_1_3937	RhASF-10	1	3937	4271758	4271961	-1	D										Protein of unknown function (DUF4244) [PF14029.11]					0
RhASF-10_1_3938	RhASF-10	1	3938	4272025	4272582	-1	E															0
RhASF-10_1_3939	RhASF-10	1	3939	4272594	4273373	-1	C	K12510	tight adherence protein B													0
RhASF-10_1_3940	RhASF-10	1	3940	4273370	4274554	-1	C	K02283	pilus assembly protein CpaF [EC:7.4.2.8]								Type II/IV secretion system protein [PF00437.25]					0
RhASF-10_1_3941	RhASF-10	1	3941	4274551	4275666	-1	D										Cellulose biosynthesis protein BcsQ [PF06564.17]; AAA domain [PF13614.11]; NUBPL iron-transfer P-loop NTPase [PF10609.14]					0
RhASF-10_1_3942	RhASF-10	1	3942	4276000	4276845	1	D										haloacid dehalogenase-like hydrolase [PF12710.12]					0
RhASF-10_1_3943	RhASF-10	1	3943	4277244	4277990	-1	E															0
RhASF-10_1_3944	RhASF-10	1	3944	4278021	4279694	-1	C	K02031	peptide/nickel transport system ATP-binding protein								ABC transporter [PF00005.32]; Oligopeptide/dipeptide transporter, C-terminal region [PF08352.17]; RecF/RecN/SMC N terminal domain [PF02463.24]					0
RhASF-10_1_3945	RhASF-10	1	3945	4279696	4280634	-1	C	K15582	oligopeptide transport system permease protein													0
RhASF-10_1_3946	RhASF-10	1	3946	4280627	4281550	-1	C	K15581	oligopeptide transport system permease protein								Binding-prot-dependent transport system membrane comp, N-term [PF19300.4]					0
RhASF-10_1_3947	RhASF-10	1	3947	4281698	4283320	-1	C	K15580	oligopeptide transport system substrate-binding protein								Bacterial extracellular solute-binding proteins, family 5 Middle [PF00496.27]					0
RhASF-10_1_3948	RhASF-10	1	3948	4283609	4285708	1	C	K01895	acetyl-CoA synthetase [EC:6.2.1.1]								AMP-binding enzyme [PF00501.33]; Acetyl-coenzyme A synthetase N-terminus [PF16177.10]; AMP-binding enzyme C-terminal domain [PF13193.11]					0
RhASF-10_1_3949	RhASF-10	1	3949	4285776	4287143	-1	D										Sugar (and other) transporter [PF00083.29]; Major Facilitator Superfamily [PF07690.21]					0
RhASF-10_1_3950	RhASF-10	1	3950	4287394	4287888	1	D										Putative Actinobacterial Holin-X, holin superfamily III [PF07332.16]					0
RhASF-10_1_3951	RhASF-10	1	3951	4287911	4288843	1	D			MER0100273	S33	MER0100273 - similar to hypothetical protein FLJ22408 (Rhodococcus erythropolis) [S33.974]#S33#{peptidase unit: 8-299}~source BAH31194~	True	0.729	432.0	3.583e-135	alpha/beta hydrolase fold [PF00561.25]; Alpha/beta hydrolase family [PF12697.12]; Serine aminopeptidase, S33 [PF12146.13]; Alpha/beta hydrolase of unknown function (DUF1057) [PF06342.17]					0
RhASF-10_1_3952	RhASF-10	1	3952	4288871	4289782	-1	D										Alcohol dehydrogenase GroES-like domain [PF08240.17]; Zinc-binding dehydrogenase [PF13602.11]					0
RhASF-10_1_3953	RhASF-10	1	3953	4289948	4290385	1	D										Transcriptional regulator SarA/Rot [PF22381.1]; MarR family [PF01047.27]; Winged helix DNA-binding domain [PF13463.11]; MarR family [PF12802.12]					0
RhASF-10_1_3954	RhASF-10	1	3954	4290382	4291572	-1	C	K03558	membrane protein required for colicin V production	MER0964789	S01B	MER0964789 - subfamily S1B unassigned peptidases (Rhodococcus sp. B7740) [S01.UPB]#S01B#{peptidase unit: 219-357}~source A0A0D5AHE7~	False	0.919	269.0	1.191e-77	Trypsin-like peptidase domain [PF13365.11]; Colicin V production protein [PF02674.21]					0
RhASF-10_1_3955	RhASF-10	1	3955	4291569	4292282	-1	D										NUDIX domain [PF00293.33]					0
RhASF-10_1_3956	RhASF-10	1	3956	4292279	4292941	-1	D										Redoxin [PF08534.15]; AhpC/TSA family [PF00578.26]; Thioredoxin-like [PF13905.11]					0
RhASF-10_1_3957	RhASF-10	1	3957	4292938	4293624	-1	C	K10773	endonuclease III [EC:3.2.2.- 4.2.99.18]								HhH-GPD superfamily base excision DNA repair protein [PF00730.30]; Helix-hairpin-helix motif [PF00633.28]					0
RhASF-10_1_3958	RhASF-10	1	3958	4293813	4294067	1	E															0
RhASF-10_1_3959	RhASF-10	1	3959	4294335	4295009	1	C	K10914	CRP/FNR family transcriptional regulator, cyclic AMP receptor protein								Cyclic nucleotide-binding domain [PF00027.34]; Crp-like helix-turn-helix domain [PF13545.11]					0
RhASF-10_1_3960	RhASF-10	1	3960	4295037	4295855	-1	D										Metallo-beta-lactamase superfamily [PF00753.32]; Metallo-beta-lactamase superfamily [PF14597.11]; Beta-lactamase associated winged helix domain [PF17778.6]					0
RhASF-10_1_3961	RhASF-10	1	3961	4295887	4296771	1	D										Oxidoreductase family, NAD-binding Rossmann fold [PF01408.27]; Homoserine dehydrogenase, NAD binding domain [PF03447.21]; GFO/IDH/MocA C-terminal domain [PF22725.1]; Oxidoreductase family, C-terminal alpha/beta domain [PF02894.22]					0
RhASF-10_1_3962	RhASF-10	1	3962	4296787	4297245	-1	D										YjgF/chorismate_mutase-like, putative endoribonuclease [PF14588.11]; Endoribonuclease L-PSP [PF01042.26]					0
RhASF-10_1_3963	RhASF-10	1	3963	4297252	4297419	-1	D										Domain of unknown function (DUF4177) [PF13783.11]					0
RhASF-10_1_3964	RhASF-10	1	3964	4297477	4298832	1	C	K00635	diacylglycerol O-acyltransferase / wax synthase [EC:2.3.1.20 2.3.1.75]								Wax ester synthase/diacylglycerol acyltransferase catalytic domain [PF03007.21]					0
RhASF-10_1_3965	RhASF-10	1	3965	4298878	4299885	1	C	K01551	arsenite/tail-anchored protein-transporting ATPase [EC:7.3.2.7 7.3.-.-]								Anion-transporting ATPase [PF02374.20]; AAA domain [PF13614.11]; Cellulose biosynthesis protein BcsQ [PF06564.17]; CobQ/CobB/MinD/ParA nucleotide binding domain [PF01656.28]; VirC1 protein [PF07015.16]; ATPase MipZ [PF09140.16]; NUBPL iron-transfer P-loop NTPase [PF10609.14]					0
RhASF-10_1_3966	RhASF-10	1	3966	4299882	4301012	1	C	K01551	arsenite/tail-anchored protein-transporting ATPase [EC:7.3.2.7 7.3.-.-]								Anion-transporting ATPase [PF02374.20]; AAA domain [PF13614.11]; SRP54-type protein, GTPase domain [PF00448.27]; CobQ/CobB/MinD/ParA nucleotide binding domain [PF01656.28]; NUBPL iron-transfer P-loop NTPase [PF10609.14]; Methylmalonyl Co-A mutase-associated GTPase MeaB [PF03308.21]					0
RhASF-10_1_3967	RhASF-10	1	3967	4301035	4301358	-1	C	K18955	WhiB family transcriptional regulator, redox-sensing transcriptional regulator								Transcription factor WhiB [PF02467.21]					0
RhASF-10_1_3968	RhASF-10	1	3968	4301653	4304001	1	D										Transglycosylase [PF00912.27]; Penicillin binding protein transpeptidase domain [PF00905.27]; PASTA domain [PF03793.24]	GT51	GT51 murein polymerase (EC 2.4.1.129).	2.4.1.129	GT51.hmm	0
RhASF-10_1_3969	RhASF-10	1	3969	4304068	4304532	-1	C	K09117	uncharacterized protein								Yqey-like protein [PF09424.15]					0
RhASF-10_1_3970	RhASF-10	1	3970	4304604	4305677	1	C	K07098	uncharacterized protein								Calcineurin-like phosphoesterase [PF00149.33]; Calcineurin-like phosphoesterase superfamily domain [PF12850.12]					0
RhASF-10_1_3971	RhASF-10	1	3971	4305886	4306311	1	D										Polyketide cyclase / dehydrase and lipid transport [PF10604.14]					0
RhASF-10_1_3972	RhASF-10	1	3972	4306404	4307306	1	C	K20459	lantibiotic transport system ATP-binding protein								ABC transporter [PF00005.32]; AAA domain, putative AbiEii toxin, Type IV TA system [PF13304.11]					0
RhASF-10_1_3973	RhASF-10	1	3973	4307303	4308049	1	C	K20460	lantibiotic transport system permease protein													0
RhASF-10_1_3974	RhASF-10	1	3974	4308046	4308801	1	C	K20461	lantibiotic transport system permease protein								ABC-2 family transporter protein [PF12730.12]					0
RhASF-10_1_3975	RhASF-10	1	3975	4308855	4309826	-1	D										Luciferase-like monooxygenase [PF00296.25]					0
RhASF-10_1_3976	RhASF-10	1	3976	4309836	4310636	-1	D										Enoyl-(Acyl carrier protein) reductase [PF13561.11]; short chain dehydrogenase [PF00106.30]; KR domain [PF08659.15]; NAD dependent epimerase/dehydratase family [PF01370.26]					0
RhASF-10_1_3977	RhASF-10	1	3977	4310666	4312465	-1	C	K22934	alpha,alpha-trehalase [EC:3.2.1.28]								Glycosyl hydrolases family 15 [PF00723.26]; Trehalase-like, N-terminal [PF19291.4]	GH15	GH15 glucoamylase (EC 3.2.1.3); glucodextranase (EC 3.2.1.70); alpha,alpha-trehalase (EC 3.2.1.28); dextran dextrinase (EC 2.4.1.2)	3.2.1.205,3.2.1.28,3.2.1.3,3.2.1.70	GH15.hmm	0
RhASF-10_1_3978	RhASF-10	1	3978	4312462	4313154	-1	C	K01091	phosphoglycolate phosphatase [EC:3.1.3.18]								Haloacid dehalogenase-like hydrolase [PF13419.11]; haloacid dehalogenase-like hydrolase [PF00702.31]; HAD-hyrolase-like [PF13242.11]					0
RhASF-10_1_3979	RhASF-10	1	3979	4313235	4313708	-1	C	K04047	starvation-inducible DNA-binding protein													0
RhASF-10_1_3980	RhASF-10	1	3980	4313844	4315376	-1	C	K03781	catalase [EC:1.11.1.6]								Catalase [PF00199.24]; Catalase-related immune-responsive [PF06628.17]					0
RhASF-10_1_3981	RhASF-10	1	3981	4315468	4315902	-1	C	K22297	Fur family transcriptional regulator, stress-responsive regulator								Ferric uptake regulator family [PF01475.24]					0
RhASF-10_1_3982	RhASF-10	1	3982	4315948	4316589	-1	D										Acetoacetate decarboxylase (ADC) [PF06314.16]					0
RhASF-10_1_3983	RhASF-10	1	3983	4316589	4318280	-1	C	K03333	cholesterol oxidase [EC:1.1.3.6]								GMC oxidoreductase [PF00732.24]; GMC oxidoreductase [PF05199.18]; FAD binding domain [PF00890.29]	AA3; AA3_2	AA3 cellobiose dehydrogenase (EC 1.1.99.18); glucose 1-oxidase (EC 1.1.3.4); aryl alcohol oxidase (EC 1.1.3.7); alcohol oxidase (EC 1.1.3.13); pyranose oxidase (EC 1.1.3.10); glucose 1-dehydrogenase (FAD, quinone) (EC 1.1.5.9); pyranose dehydrogenase (EC 1.1.99.29); oligosaccharide dehydrogenase (FAD) (EC 1.1.5.-)	; 1.1.3.16,1.1.3.4,1.1.3.7,1.1.5.9,1.1.5.-,1.1.99.29	AA3.hmm	0
RhASF-10_1_3984	RhASF-10	1	3984	4318277	4319785	-1	D										Flavin-binding monooxygenase-like [PF00743.24]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.11]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.19]; L-lysine 6-monooxygenase/L-ornithine 5-monooxygenase [PF13434.11]; FAD-NAD(P)-binding [PF13454.11]; NAD(P)-binding Rossmann-like domain [PF13450.11]; Thi4 family [PF01946.22]					0
RhASF-10_1_3985	RhASF-10	1	3985	4319782	4320378	-1	D										Bacterial regulatory proteins, tetR family [PF00440.28]					0
RhASF-10_1_3986	RhASF-10	1	3986	4320734	4321666	1	D										Glycosyl hydrolase family 57 [PF03065.20]					0
RhASF-10_1_3987	RhASF-10	1	3987	4321781	4321951	1	E															0
RhASF-10_1_3988	RhASF-10	1	3988	4321921	4323879	-1	D										Domain of unknown function (DUF222) [PF02720.22]; HNH endonuclease [PF01844.28]					1
RhASF-10_1_3989	RhASF-10	1	3989	4323916	4325724	-1	D										Multicopper oxidase [PF07731.19]; Multicopper oxidase [PF00394.27]; Multicopper oxidase [PF07732.20]					0
RhASF-10_1_3990	RhASF-10	1	3990	4325841	4326911	1	C	K10112	multiple sugar transport system ATP-binding protein [EC:7.5.2.-]								ABC transporter [PF00005.32]; TOBE domain [PF08402.15]; CysA C-terminal regulatory domain [PF17850.6]					0
RhASF-10_1_3991	RhASF-10	1	3991	4326961	4327983	-1	C	K00133	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]								Semialdehyde dehydrogenase, dimerisation domain [PF02774.23]; Semialdehyde dehydrogenase, NAD binding domain [PF01118.29]					0
RhASF-10_1_3992	RhASF-10	1	3992	4327987	4329252	-1	C	K00928	aspartate kinase [EC:2.7.2.4]								Amino acid kinase family [PF00696.33]; ACT domain [PF22468.1]; ACT domain [PF01842.30]; ACT domain [PF13840.11]					0
RhASF-10_1_3993	RhASF-10	1	3993	4329461	4331089	1	D										Fusaric acid resistance protein-like [PF13515.11]; Fusaric acid resistance protein family [PF04632.17]					0
RhASF-10_1_3994	RhASF-10	1	3994	4331241	4333052	1	C	K01649	2-isopropylmalate synthase [EC:2.3.3.13]								Alpha-isopropylmalate synthase, post-catalytic domain-like [PF22615.1]; HMGL-like [PF00682.24]; LeuA allosteric (dimerisation) domain [PF08502.15]					0
RhASF-10_1_3995	RhASF-10	1	3995	4333142	4334641	-1	D										Major Facilitator Superfamily [PF07690.21]; Fungal trichothecene efflux pump (TRI12) [PF06609.18]; Transmembrane secretion effector [PF05977.18]; Sugar (and other) transporter [PF00083.29]					0
RhASF-10_1_3996	RhASF-10	1	3996	4334638	4335471	-1	D										Metallo-beta-lactamase superfamily [PF00753.32]					0
RhASF-10_1_3997	RhASF-10	1	3997	4335614	4336219	-1	D										Bacterial regulatory proteins, tetR family [PF00440.28]					0
RhASF-10_1_3998	RhASF-10	1	3998	4336312	4337451	-1	D										Thiolase C-terminal domain-like [PF22691.1]; Thiolase, N-terminal domain [PF00108.28]					0
RhASF-10_1_3999	RhASF-10	1	3999	4337448	4337912	-1	D										DUF35 OB-fold domain, acyl-CoA-associated [PF01796.22]; Rubredoxin-like zinc ribbon domain (DUF35_N) [PF12172.13]					0
RhASF-10_1_4000	RhASF-10	1	4000	4337965	4338774	-1	D										Acyl-CoA thioesterase N-terminal domain [PF13622.11]					0
RhASF-10_1_4001	RhASF-10	1	4001	4338771	4339616	-1	D										MFE-2 hydratase 2 N-terminal domain [PF22622.1]; MaoC like domain [PF01575.24]; Mesaconyl-CoA hydratase [PF19315.4]					0
RhASF-10_1_4002	RhASF-10	1	4002	4339616	4340545	-1	D										Enoyl-(Acyl carrier protein) reductase [PF13561.11]; short chain dehydrogenase [PF00106.30]; KR domain [PF08659.15]					0
RhASF-10_1_4003	RhASF-10	1	4003	4340542	4342704	-1	C	K24012	acetate---CoA ligase (ADP-forming) [EC:6.2.1.13]								ATP-grasp domain [PF13549.11]; Succinyl-CoA ligase like flavodoxin domain [PF13607.11]; CoA binding domain [PF13380.11]; Ligase-CoA domain [PF19045.5]; Carbamoyl-phosphate synthase L chain, ATP binding domain [PF02786.22]; ATP-grasp domain [PF02222.27]; RimK-like ATP-grasp domain [PF08443.16]					0
RhASF-10_1_4004	RhASF-10	1	4004	4342756	4343928	-1	C	K00249	acyl-CoA dehydrogenase [EC:1.3.8.7]								Acyl-CoA dehydrogenase, C-terminal domain [PF00441.29]; Acyl-CoA dehydrogenase, middle domain [PF02770.24]; Acyl-CoA dehydrogenase, N-terminal domain [PF02771.21]					0
RhASF-10_1_4005	RhASF-10	1	4005	4344237	4345790	1	C	K02035	peptide/nickel transport system substrate-binding protein								Bacterial extracellular solute-binding proteins, family 5 Middle [PF00496.27]					0
RhASF-10_1_4006	RhASF-10	1	4006	4345824	4346768	1	C	K02033	peptide/nickel transport system permease protein								Binding-prot-dependent transport system membrane comp, N-term [PF19300.4]					0
RhASF-10_1_4007	RhASF-10	1	4007	4346765	4347703	1	C	K02034	peptide/nickel transport system permease protein								N-terminal TM domain of oligopeptide transport permease C [PF12911.12]					0
RhASF-10_1_4008	RhASF-10	1	4008	4347700	4348806	1	C	K02031	peptide/nickel transport system ATP-binding protein								ABC transporter [PF00005.32]; Oligopeptide/dipeptide transporter, C-terminal region [PF08352.17]					0
RhASF-10_1_4009	RhASF-10	1	4009	4348803	4349831	1	C	K02032	peptide/nickel transport system ATP-binding protein								ABC transporter [PF00005.32]; Oligopeptide/dipeptide transporter, C-terminal region [PF08352.17]					0
RhASF-10_1_4010	RhASF-10	1	4010	4349955	4350332	1	E															0
RhASF-10_1_4011	RhASF-10	1	4011	4350301	4351212	-1	D										LysR substrate binding domain [PF03466.25]; Bacterial regulatory helix-turn-helix protein, lysR family [PF00126.32]					0
RhASF-10_1_4012	RhASF-10	1	4012	4351276	4352181	1	C	K15268	O-acetylserine/cysteine efflux transporter								Solute carrier family 35 [PF06027.17]; EamA-like transporter family [PF00892.25]; Triose-phosphate Transporter family [PF03151.21]					0
RhASF-10_1_4013	RhASF-10	1	4013	4352446	4353597	1	C	K23393	lipid II isoglutaminyl synthase (glutamine-hydrolysing) [EC:6.3.5.13]								MurT ligase C-terminal [PF08353.15]; Mur ligase middle domain [PF08245.17]					0
RhASF-10_1_4014	RhASF-10	1	4014	4353590	4354300	1	C	K07009	lipid II isoglutaminyl synthase (glutamine-hydrolysing) [EC:6.3.5.13]	MER0151645	C26	MER0151645 - family C26 non-peptidase homologues (Rhodococcus jostii) [C26.UNW]#C26#{peptidase unit: 1-236}~source ABG96008~	True	0.809	392.0	6.032e-123	CobB/CobQ-like glutamine amidotransferase domain [PF07685.19]					0
RhASF-10_1_4015	RhASF-10	1	4015	4354333	4354452	-1	E															0
RhASF-10_1_4016	RhASF-10	1	4016	4354470	4355339	-1	D										Transcriptional regulator, AbiEi antitoxin [PF13338.11]					0
RhASF-10_1_4017	RhASF-10	1	4017	4355826	4356908	-1	C	K07486	transposase								Transposase [PF01548.22]; Transposase IS116/IS110/IS902 family [PF02371.21]					0
RhASF-10_1_4018	RhASF-10	1	4018	4357008	4357616	-1	C	K06187	recombination protein RecR								Toprim domain [PF13662.11]; RecR, helix-hairpin-helix [PF21176.2]; RecR, C-terminal [PF21175.2]; RecR, Cys4-zinc finger motif [PF02132.20]					0
RhASF-10_1_4019	RhASF-10	1	4019	4357620	4357955	-1	C	K09747	nucleoid-associated protein EbfC								YbaB/EbfC DNA-binding family [PF02575.21]					0
RhASF-10_1_4020	RhASF-10	1	4020	4358071	4358730	1	E															0
RhASF-10_1_4021	RhASF-10	1	4021	4358727	4359161	-1	D										Polyketide cyclase / dehydrase and lipid transport [PF10604.14]					0
RhASF-10_1_4022	RhASF-10	1	4022	4359428	4360864	1	C	K09828	Delta24-sterol reductase [EC:1.3.1.72 1.3.1.-]								FAD binding domain [PF01565.28]					0
RhASF-10_1_4023	RhASF-10	1	4023	4360861	4362177	1	C	K00574	cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]								Mycolic acid cyclopropane synthetase [PF02353.25]; Methyltransferase domain [PF13489.11]; Methyltransferase domain [PF08241.17]; Methyltransferase domain [PF13847.11]; Methyltransferase domain [PF13649.11]; ubiE/COQ5 methyltransferase family [PF01209.23]; Methyltransferase domain [PF08242.17]; Methionine biosynthesis protein MetW [PF07021.17]; Methyltransferase small domain [PF05175.19]; Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) [PF01135.24]					0
RhASF-10_1_4024	RhASF-10	1	4024	4362232	4363014	-1	D			MER0173699	S33	MER0173699 - family S33 unassigned peptidases (Deinococcus deserti) [S33.UPW]#S33#{peptidase unit: 4-252}~source ACO46122~	False	0.561	268.0	2.113e-79	alpha/beta hydrolase fold [PF00561.25]; Serine aminopeptidase, S33 [PF12146.13]; Alpha/beta hydrolase family [PF12697.12]; Alpha/beta hydrolase of unknown function (DUF1057) [PF06342.17]					0
RhASF-10_1_4025	RhASF-10	1	4025	4363044	4363976	-1	D										ER-bound oxygenase mpaB/B'/Rubber oxygenase, catalytic domain [PF09995.14]					0
RhASF-10_1_4026	RhASF-10	1	4026	4364000	4364572	1	E															0
RhASF-10_1_4027	RhASF-10	1	4027	4364600	4364860	1	D										Acyl CoA binding protein [PF00887.24]					0
RhASF-10_1_4028	RhASF-10	1	4028	4364909	4367275	1	D										Molybdopterin oxidoreductase [PF00384.27]; Molydopterin dinucleotide binding domain [PF01568.26]					0
RhASF-10_1_4029	RhASF-10	1	4029	4367284	4368102	-1	D										ER-bound oxygenase mpaB/B'/Rubber oxygenase, catalytic domain [PF09995.14]					0
RhASF-10_1_4030	RhASF-10	1	4030	4368099	4368734	-1	D										FCD domain [PF07729.17]; Bacterial regulatory proteins, gntR family [PF00392.26]					0
RhASF-10_1_4031	RhASF-10	1	4031	4368741	4369916	-1	D										Acyl-CoA dehydrogenase, C-terminal domain [PF00441.29]; Acyl-CoA dehydrogenase, middle domain [PF02770.24]; Acyl-CoA dehydrogenase, N-terminal domain [PF02771.21]; Acyl-CoA dehydrogenase, C-terminal domain [PF08028.16]					0
RhASF-10_1_4032	RhASF-10	1	4032	4370040	4371536	1	D										Aldehyde dehydrogenase family [PF00171.27]					0
RhASF-10_1_4033	RhASF-10	1	4033	4371539	4372435	1	D										ER-bound oxygenase mpaB/B'/Rubber oxygenase, catalytic domain [PF09995.14]					0
RhASF-10_1_4034	RhASF-10	1	4034	4372448	4373635	-1	D										Bacterial regulatory proteins, tetR family [PF00440.28]					0
