Protein	Annotation	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Succinate_1 Spectral Count	Succinate_2 Spectral Count	Succinate_3 Spectral Count	PELW_1 Spectral Count	PELW_2 Spectral Count	PELW_3 Spectral Count	Succinate_1 Unique Spectral Count	Succinate_2 Unique Spectral Count	Succinate_3 Unique Spectral Count	PELW_1 Unique Spectral Count	PELW_2 Unique Spectral Count	PELW_3 Unique Spectral Count	Succinate_1 Total Spectral Count	Succinate_2 Total Spectral Count	Succinate_3 Total Spectral Count	PELW_1 Total Spectral Count	PELW_2 Total Spectral Count	PELW_3 Total Spectral Count	Succinate_1 Intensity	Succinate_2 Intensity	Succinate_3 Intensity	PELW_1 Intensity	PELW_2 Intensity	PELW_3 Intensity	Succinate_1 MaxLFQ Intensity	Succinate_2 MaxLFQ Intensity	Succinate_3 MaxLFQ Intensity	PELW_1 MaxLFQ Intensity	PELW_2 MaxLFQ Intensity	PELW_3 MaxLFQ Intensity	Indistinguishable Proteins
RhASF-10_1_4088	RhASF-10_1_4088 rank: C; putative drug exporter of the RND superfamily (db=kegg)	RhASF-10_1_4088 rank: C; putative drug exporter of the RND superfamily (db=kegg)		762			RhASF-10_1_4088 rank: C; putative drug exporter of the RND superfamily (db=kegg)	1.0	0.999	13	217	217	217	30	35	32	39	43	38	30	35	32	39	43	38	30	35	32	39	43	38	1034417.0	1110046.4	1037157.6	1643922.6	1422282.0	1658487.2	196647.78	209346.42	198116.88	295172.97	293716.38	291912.44	
RhASF-10_1_409	RhASF-10_1_409 rank: C; phosphate transport system substrate-binding protein (db=kegg)	RhASF-10_1_409 rank: C; phosphate transport system substrate-binding protein (db=kegg)		365			RhASF-10_1_409 rank: C; phosphate transport system substrate-binding protein (db=kegg)	1.0	0.999	7	266	266	266	59	54	46	45	26	36	59	54	46	45	26	36	59	54	46	45	26	36	2093404.8	2074243.0	2035418.9	1565647.1	787646.44	1525292.0	537667.25	538587.4	524321.8	390071.75	205030.08	369527.22	
RhASF-10_1_4091	RhASF-10_1_4091 rank: D; SOUL heme-binding protein [PF04832.17] (db=pfam)	RhASF-10_1_4091 rank: D; SOUL heme-binding protein [PF04832.17] (db=pfam)		211			RhASF-10_1_4091 rank: D; SOUL heme-binding protein [PF04832.17] (db=pfam)	1.0	0.999	9	97	97	97	14	14	13	21	14	21	14	14	13	21	14	21	14	14	13	21	14	21	232562.95	250736.73	241373.83	338997.78	533020.3	422879.94	77581.15	84713.74	80768.11	123137.58	137482.38	128033.83	
RhASF-10_1_4093	RhASF-10_1_4093 rank: D; YceI-like domain [PF04264.18] (db=pfam)	RhASF-10_1_4093 rank: D; YceI-like domain [PF04264.18] (db=pfam)		229			RhASF-10_1_4093 rank: D; YceI-like domain [PF04264.18] (db=pfam)	0.987	0.999	1	21	21	21	2	2	2	5	7	3	2	2	2	5	7	3	2	2	2	5	7	3	42514.688	47249.645	47263.605	64797.742	67698.23	72331.5	0.0	0.0	0.0	0.0	0.0	0.0	
RhASF-10_1_4094	RhASF-10_1_4094 rank: C; putative hydrolase (db=kegg)	RhASF-10_1_4094 rank: C; putative hydrolase (db=kegg)		339			RhASF-10_1_4094 rank: C; putative hydrolase (db=kegg)	1.0	0.999	13	161	161	161	27	20	29	24	29	32	27	20	29	24	29	32	27	20	29	24	29	32	284419.44	281699.1	290101.2	283778.78	256163.39	316028.75	39551.484	38522.016	36802.812	39173.625	36533.047	40936.75	
RhASF-10_1_4095	RhASF-10_1_4095 rank: D; alpha/beta hydrolase fold [PF07859.18]; BD-FAE [PF20434.3]; Prolyl oligopeptidase family [PF00326.26]; Serine aminopeptidase, S33 [PF12146.13]; Cutinase [PF12740.12]; Dienelactone hydrolase family [PF01738.23]; Phospholipase/Carboxylesterase [PF02230.21]; X-Pro dipeptidyl-peptidase (S15 family) [PF02129.23]; Chlorophyllase [PF07224.16]; Esterase FrsA-like [PF06500.16]; Alpha/beta hydrolase family [PF12697.12]; Esterase PHB depolymerase [PF10503.14]; Lipase [PF00151.24]; alpha/beta hydrolase fold [PF00561.25] (db=pfam)	RhASF-10_1_4095 rank: D; alpha/beta hydrolase fold [PF07859.18]; BD-FAE [PF20434.3]; Prolyl oligopeptidase family [PF00326.26]; Serine aminopeptidase, S33 [PF12146.13]; Cutinase [PF12740.12]; Dienelactone hydrolase family [PF01738.23]; Phospholipase/Carboxylesterase [PF02230.21]; X-Pro dipeptidyl-peptidase (S15 family) [PF02129.23]; Chlorophyllase [PF07224.16]; Esterase FrsA-like [PF06500.16]; Alpha/beta hydrolase family [PF12697.12]; Esterase PHB depolymerase [PF10503.14]; Lipase [PF00151.24]; alpha/beta hydrolase fold [PF00561.25] (db=pfam)		304			RhASF-10_1_4095 rank: D; alpha/beta hydrolase fold [PF07859.18]; BD-FAE [PF20434.3]; Prolyl oligopeptidase family [PF00326.26]; Serine aminopeptidase, S33 [PF12146.13]; Cutinase [PF12740.12]; Dienelactone hydrolase family [PF01738.23]; Phospholipase/Carboxylesterase [PF02230.21]; X-Pro dipeptidyl-peptidase (S15 family) [PF02129.23]; Chlorophyllase [PF07224.16]; Esterase FrsA-like [PF06500.16]; Alpha/beta hydrolase family [PF12697.12]; Esterase PHB depolymerase [PF10503.14]; Lipase [PF00151.24]; alpha/beta hydrolase fold [PF00561.25] (db=pfam)	0.987	0.999	3	4	4	4	1	2	0	0	0	1	1	2	0	0	0	1	1	2	0	0	0	1	16133.056	83953.16	15026.01	6587.877	8833.069	7229.414	0.0	0.0	0.0	0.0	0.0	0.0	
RhASF-10_1_4099	RhASF-10_1_4099 rank: C; tRNA(adenine34) deaminase [EC:3.5.4.33] (db=kegg)	RhASF-10_1_4099 rank: C; tRNA(adenine34) deaminase [EC:3.5.4.33] (db=kegg)		151			RhASF-10_1_4099 rank: C; tRNA(adenine34) deaminase [EC:3.5.4.33] (db=kegg)	1.0	0.999	7	43	43	43	7	9	7	6	5	9	7	9	7	6	5	9	7	9	7	6	5	9	87036.78	126498.305	130944.766	83825.38	110532.7	100172.02	29730.434	29924.33	29847.219	32547.016	27104.043	39616.85	
RhASF-10_1_410	RhASF-10_1_410 rank: C; phosphate transport system permease protein (db=kegg)	RhASF-10_1_410 rank: C; phosphate transport system permease protein (db=kegg)		345			RhASF-10_1_410 rank: C; phosphate transport system permease protein (db=kegg)	1.0	0.999	5	52	52	52	13	13	14	2	3	7	13	13	14	2	3	7	13	13	14	2	3	7	346857.16	308752.6	321155.34	109549.0	78864.94	102469.25	98760.28	86699.1	91530.11	37167.082	40886.316	39845.074	
RhASF-10_1_4100	RhASF-10_1_4100 rank: E	RhASF-10_1_4100 rank: E		203			RhASF-10_1_4100 rank: E	1.0	0.999	5	44	44	44	11	9	8	5	6	5	11	9	8	5	6	5	11	9	8	5	6	5	169924.38	171273.66	181154.28	119801.42	112895.18	127444.51	63938.41	61437.133	67153.336	54703.203	50710.652	46117.16	
RhASF-10_1_4101	RhASF-10_1_4101 rank: C; prephenate dehydrogenase [EC:1.3.1.12] (db=kegg)	RhASF-10_1_4101 rank: C; prephenate dehydrogenase [EC:1.3.1.12] (db=kegg)		312			RhASF-10_1_4101 rank: C; prephenate dehydrogenase [EC:1.3.1.12] (db=kegg)	1.0	0.999	8	84	84	84	14	11	17	13	13	16	14	11	17	13	13	16	14	11	17	13	13	16	461967.22	340932.72	221455.17	799719.1	137504.39	354115.22	136685.58	138909.48	141350.11	141396.9	125168.39	148318.95	
RhASF-10_1_4102	RhASF-10_1_4102 rank: C; uncharacterized protein (db=kegg)	RhASF-10_1_4102 rank: C; uncharacterized protein (db=kegg)		171			RhASF-10_1_4102 rank: C; uncharacterized protein (db=kegg)	1.0	0.999	5	117	117	117	18	21	18	20	18	22	18	21	18	20	18	22	18	21	18	20	18	22	654672.4	608021.5	619383.9	847397.4	774798.5	879612.1	270858.34	242176.89	250792.3	376775.97	320619.8	333596.25	
RhASF-10_1_4104	RhASF-10_1_4104 rank: D; ABC transporter [PF00005.32]; ABC transporter transmembrane region [PF00664.28] (db=pfam)	RhASF-10_1_4104 rank: D; ABC transporter [PF00005.32]; ABC transporter transmembrane region [PF00664.28] (db=pfam)		607			RhASF-10_1_4104 rank: D; ABC transporter [PF00005.32]; ABC transporter transmembrane region [PF00664.28] (db=pfam)	1.0	0.999	7	15	15	15	1	6	3	0	2	3	1	6	3	0	2	3	1	6	3	0	2	3	49756.023	60977.484	49842.23	200444.75	23352.676	134324.97	37108.29	39647.594	39182.6	29462.24	23864.453	27564.088	
RhASF-10_1_4105	RhASF-10_1_4105 rank: C; ATP-binding cassette, subfamily B, bacterial (db=kegg)	RhASF-10_1_4105 rank: C; ATP-binding cassette, subfamily B, bacterial (db=kegg)		597			RhASF-10_1_4105 rank: C; ATP-binding cassette, subfamily B, bacterial (db=kegg)	1.0	0.999	4	8	8	8	1	4	1	0	1	1	1	4	1	0	1	1	1	4	1	0	1	1	42490.86	41346.39	21737.6	26911.195	21109.959	32564.303	24698.275	25089.133	20657.254	14182.298	6235.504	21197.152	
RhASF-10_1_4106	RhASF-10_1_4106 rank: D; C-5 cytosine-specific DNA methylase [PF00145.22] (db=pfam)	RhASF-10_1_4106 rank: D; C-5 cytosine-specific DNA methylase [PF00145.22] (db=pfam)		382			RhASF-10_1_4106 rank: D; C-5 cytosine-specific DNA methylase [PF00145.22] (db=pfam)	1.0	0.999	5	24	24	24	8	5	9	1	1	0	8	5	9	1	1	0	8	5	9	1	1	0	91770.82	161645.39	111515.25	85877.61	91214.67	59991.816	71111.15	84213.56	70058.92	40655.113	70725.63	20850.734	
RhASF-10_1_411	RhASF-10_1_411 rank: C; phosphate transport system permease protein (db=kegg)	RhASF-10_1_411 rank: C; phosphate transport system permease protein (db=kegg)		302			RhASF-10_1_411 rank: C; phosphate transport system permease protein (db=kegg)	0.9998	0.999	2	10	10	10	2	2	3	0	0	3	2	2	3	0	0	3	2	2	3	0	0	3	5691.7964	31112.666	21548.285	0.0	0.0	14497.744	0.0	25103.66	14043.848	0.0	0.0	12433.905	
RhASF-10_1_4110	RhASF-10_1_4110 rank: C; L-methionine (R)-S-oxide reductase [EC:1.8.4.14] (db=kegg)	RhASF-10_1_4110 rank: C; L-methionine (R)-S-oxide reductase [EC:1.8.4.14] (db=kegg)		161			RhASF-10_1_4110 rank: C; L-methionine (R)-S-oxide reductase [EC:1.8.4.14] (db=kegg)	1.0	0.999	4	128	128	128	20	23	23	17	26	19	20	23	23	17	26	19	20	23	23	17	26	19	500817.28	580024.94	527121.1	361758.62	367504.06	320446.78	162412.48	188420.17	168288.39	114592.234	112799.766	105219.49	
RhASF-10_1_4111	RhASF-10_1_4111 rank: C; triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15] (db=kegg)	RhASF-10_1_4111 rank: C; triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15] (db=kegg)		552			RhASF-10_1_4111 rank: C; triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15] (db=kegg)	1.0	0.999	28	523	523	523	78	75	87	91	93	99	78	75	87	91	93	99	78	75	87	91	93	99	2357080.8	2333435.5	2300706.0	3907674.0	2966101.8	4235370.5	283402.78	286044.25	294520.44	449465.53	308955.4	492281.06	
RhASF-10_1_4112	RhASF-10_1_4112 rank: D; YceI-like domain [PF04264.18] (db=pfam)	RhASF-10_1_4112 rank: D; YceI-like domain [PF04264.18] (db=pfam)		183			RhASF-10_1_4112 rank: D; YceI-like domain [PF04264.18] (db=pfam)	1.0	0.999	8	117	117	117	18	16	24	19	19	21	18	16	24	19	19	21	18	16	24	19	19	21	346214.94	363775.94	365618.2	468469.47	359659.28	398900.84	91189.38	99951.016	104934.57	126062.28	117314.9	125167.39	
RhASF-10_1_4113	RhASF-10_1_4113 rank: C; uncharacterized protein (db=kegg)	RhASF-10_1_4113 rank: C; uncharacterized protein (db=kegg)		205			RhASF-10_1_4113 rank: C; uncharacterized protein (db=kegg)	1.0	0.999	6	90	90	90	11	15	13	18	11	22	11	15	13	18	11	22	11	15	13	18	11	22	274921.47	253218.94	274795.97	639082.9	621303.25	667262.3	124629.445	122049.93	126070.58	298800.4	272962.16	284602.34	
RhASF-10_1_4114	RhASF-10_1_4114 rank: D; CoA-transferase family III [PF02515.22] (db=pfam)	RhASF-10_1_4114 rank: D; CoA-transferase family III [PF02515.22] (db=pfam)		369			RhASF-10_1_4114 rank: D; CoA-transferase family III [PF02515.22] (db=pfam)	1.0	0.999	11	112	112	112	16	21	9	22	15	29	16	21	9	22	15	29	16	21	9	22	15	29	197658.86	212148.38	233977.11	209291.97	203075.73	222025.16	33111.758	36355.055	37327.426	36044.5	33801.4	38035.438	
RhASF-10_1_4115	RhASF-10_1_4115 rank: C; 4,5-DOPA dioxygenase extradiol [EC:1.13.11.-] (db=kegg)	RhASF-10_1_4115 rank: C; 4,5-DOPA dioxygenase extradiol [EC:1.13.11.-] (db=kegg)		293			RhASF-10_1_4115 rank: C; 4,5-DOPA dioxygenase extradiol [EC:1.13.11.-] (db=kegg)	1.0	0.999	3	10	10	10	3	4	3	0	0	0	3	4	3	0	0	0	3	4	3	0	0	0	57562.28	58904.406	59981.42	5205.72	5899.229	5860.758	28569.723	29947.592	31321.268	3127.7124	0.0	0.0	
RhASF-10_1_4116	RhASF-10_1_4116 rank: E	RhASF-10_1_4116 rank: E		151			RhASF-10_1_4116 rank: E	1.0	0.999	3	128	128	128	25	15	22	24	22	20	25	15	22	24	22	20	25	15	22	24	22	20	1293678.6	917439.56	1243263.1	2151073.0	2046516.9	2610246.0	740796.6	512611.78	701658.75	1214413.0	1099769.0	1473042.9	
RhASF-10_1_4119	RhASF-10_1_4119 rank: D; MarR family [PF01047.27]; Winged helix DNA-binding domain [PF13463.11] (db=pfam)	RhASF-10_1_4119 rank: D; MarR family [PF01047.27]; Winged helix DNA-binding domain [PF13463.11] (db=pfam)		175			RhASF-10_1_4119 rank: D; MarR family [PF01047.27]; Winged helix DNA-binding domain [PF13463.11] (db=pfam)	1.0	0.999	7	34	34	34	2	5	9	3	9	6	2	5	9	3	9	6	2	5	9	3	9	6	47134.344	44429.33	66893.59	59074.97	64115.555	88175.8	15764.168	21695.168	20719.83	24013.422	30892.383	22390.52	
RhASF-10_1_412	RhASF-10_1_412 rank: C; phosphate transport system ATP-binding protein [EC:7.3.2.1] (db=kegg)	RhASF-10_1_412 rank: C; phosphate transport system ATP-binding protein [EC:7.3.2.1] (db=kegg)		258			RhASF-10_1_412 rank: C; phosphate transport system ATP-binding protein [EC:7.3.2.1] (db=kegg)	1.0	0.999	17	307	307	307	65	67	74	29	36	36	65	67	74	29	36	36	65	67	74	29	36	36	1956605.4	2614983.5	1936259.6	792564.1	673054.75	693753.25	379272.94	390242.72	379786.4	160316.05	163515.45	159563.11	
RhASF-10_1_4120	RhASF-10_1_4120 rank: C; homogentisate 1,2-dioxygenase [EC:1.13.11.5] (db=kegg)	RhASF-10_1_4120 rank: C; homogentisate 1,2-dioxygenase [EC:1.13.11.5] (db=kegg)		397			RhASF-10_1_4120 rank: C; homogentisate 1,2-dioxygenase [EC:1.13.11.5] (db=kegg)	1.0	0.999	13	226	226	226	27	22	34	45	55	43	27	22	34	45	55	43	27	22	34	45	55	43	423629.16	385499.9	442541.75	1351358.5	1079966.5	1211688.2	73558.5	71518.46	75985.79	208833.27	188229.4	190868.78	
RhASF-10_1_4121	RhASF-10_1_4121 rank: E	RhASF-10_1_4121 rank: E		272			RhASF-10_1_4121 rank: E	1.0	0.999	11	169	169	169	18	13	10	48	46	34	18	13	10	48	46	34	18	13	10	48	46	34	300871.2	293658.28	305022.44	834909.2	723374.7	675236.1	80758.88	74580.1	79688.03	185994.73	161914.34	169541.2	
RhASF-10_1_4122	RhASF-10_1_4122 rank: C; fumarylacetoacetase [EC:3.7.1.2] (db=kegg)	RhASF-10_1_4122 rank: C; fumarylacetoacetase [EC:3.7.1.2] (db=kegg)		388			RhASF-10_1_4122 rank: C; fumarylacetoacetase [EC:3.7.1.2] (db=kegg)	1.0	0.999	12	181	181	181	24	29	24	35	34	35	24	29	24	35	34	35	24	29	24	35	34	35	409837.62	442237.38	448383.28	947008.75	738969.6	871041.25	87246.66	93984.27	92954.39	191173.1	168000.81	178697.78	
RhASF-10_1_4123	RhASF-10_1_4123 rank: D; Bacterial transcriptional regulator [PF01614.23]; IclR helix-turn-helix domain [PF09339.15] (db=pfam)	RhASF-10_1_4123 rank: D; Bacterial transcriptional regulator [PF01614.23]; IclR helix-turn-helix domain [PF09339.15] (db=pfam)		219			RhASF-10_1_4123 rank: D; Bacterial transcriptional regulator [PF01614.23]; IclR helix-turn-helix domain [PF09339.15] (db=pfam)	1.0	0.999	12	127	127	127	26	16	23	25	17	20	26	16	23	25	17	20	26	16	23	25	17	20	299183.75	302498.5	319135.56	296179.6	228519.84	292729.0	41783.0	40966.97	43800.227	38792.98	35878.676	37991.496	
RhASF-10_1_4124	RhASF-10_1_4124 rank: C; gamma-carbonic anhydrase [EC:4.2.1.-] (db=kegg)	RhASF-10_1_4124 rank: C; gamma-carbonic anhydrase [EC:4.2.1.-] (db=kegg)		179			RhASF-10_1_4124 rank: C; gamma-carbonic anhydrase [EC:4.2.1.-] (db=kegg)	0.9998	0.999	2	15	15	15	0	2	2	4	4	3	0	2	2	4	4	3	0	2	2	4	4	3	45254.902	32528.9	43509.227	73433.62	85805.234	80690.67	26564.992	21874.549	30105.363	58283.367	71072.016	61556.52	
RhASF-10_1_4126	RhASF-10_1_4126 rank: C; hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4] (db=kegg)	RhASF-10_1_4126 rank: C; hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4] (db=kegg)		293			RhASF-10_1_4126 rank: C; hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4] (db=kegg)	1.0	0.999	4	9	9	9	0	0	0	2	7	0	0	0	0	2	7	0	0	0	0	2	7	0	0.0	0.0	0.0	10502.007	81150.21	9582.744	0.0	0.0	0.0	0.0	0.0	0.0	
RhASF-10_1_4128	RhASF-10_1_4128 rank: D; AsnC-type helix-turn-helix domain [PF13404.11]; Winged helix-turn-helix DNA-binding [PF13412.11]; Lrp/AsnC ligand binding domain [PF01037.26] (db=pfam)	RhASF-10_1_4128 rank: D; AsnC-type helix-turn-helix domain [PF13404.11]; Winged helix-turn-helix DNA-binding [PF13412.11]; Lrp/AsnC ligand binding domain [PF01037.26] (db=pfam)		170			RhASF-10_1_4128 rank: D; AsnC-type helix-turn-helix domain [PF13404.11]; Winged helix-turn-helix DNA-binding [PF13412.11]; Lrp/AsnC ligand binding domain [PF01037.26] (db=pfam)	1.0	0.999	4	31	31	31	5	6	4	6	6	4	5	6	4	6	6	4	5	6	4	6	6	4	31014.504	46541.438	50386.547	51400.41	42719.562	52168.453	14521.818	15600.503	15802.766	17409.414	21956.568	17417.031	
RhASF-10_1_4129	RhASF-10_1_4129 rank: C; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27] (db=kegg)	RhASF-10_1_4129 rank: C; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27] (db=kegg)		401			RhASF-10_1_4129 rank: C; 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27] (db=kegg)	1.0	0.999	7	36	36	36	12	13	10	1	0	0	12	13	10	1	0	0	12	13	10	1	0	0	112024.22	106509.23	111461.3	55356.688	10799.721	12447.481	24753.076	26243.88	25954.479	14906.925	7046.213	5661.763	
RhASF-10_1_413	RhASF-10_1_413 rank: C; phosphate transport system protein (db=kegg)	RhASF-10_1_413 rank: C; phosphate transport system protein (db=kegg)		224			RhASF-10_1_413 rank: C; phosphate transport system protein (db=kegg)	1.0	0.999	9	104	104	104	13	25	15	16	15	20	13	25	15	16	15	20	13	25	15	16	15	20	175437.6	320159.4	189419.78	207326.9	208215.94	216582.4	44901.656	57667.242	47413.062	50465.508	46112.72	44581.613	
RhASF-10_1_4130	RhASF-10_1_4130 rank: D; AsnC-type helix-turn-helix domain [PF13404.11]; Winged helix-turn-helix DNA-binding [PF13412.11] (db=pfam)	RhASF-10_1_4130 rank: D; AsnC-type helix-turn-helix domain [PF13404.11]; Winged helix-turn-helix DNA-binding [PF13412.11] (db=pfam)		161			RhASF-10_1_4130 rank: D; AsnC-type helix-turn-helix domain [PF13404.11]; Winged helix-turn-helix DNA-binding [PF13412.11] (db=pfam)	0.9998	0.999	2	12	12	12	0	1	2	4	3	2	0	1	2	4	3	2	0	1	2	4	3	2	10968.911	11764.539	14017.375	21714.295	32450.191	20008.592	0.0	0.0	0.0	0.0	0.0	0.0	
RhASF-10_1_4138	RhASF-10_1_4138 rank: C; glycolate dehydrogenase FAD-linked subunit [EC:1.1.99.14] (db=kegg)	RhASF-10_1_4138 rank: C; glycolate dehydrogenase FAD-linked subunit [EC:1.1.99.14] (db=kegg)		469			RhASF-10_1_4138 rank: C; glycolate dehydrogenase FAD-linked subunit [EC:1.1.99.14] (db=kegg)	0.9998	0.999	2	5	5	5	1	2	2	0	0	0	1	2	2	0	0	0	1	2	2	0	0	0	3843.7024	4239.655	11128.564	2837.3835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
RhASF-10_1_4139	RhASF-10_1_4139 rank: D; PucR C-terminal helix-turn-helix domain [PF13556.11] (db=pfam)	RhASF-10_1_4139 rank: D; PucR C-terminal helix-turn-helix domain [PF13556.11] (db=pfam)		369			RhASF-10_1_4139 rank: D; PucR C-terminal helix-turn-helix domain [PF13556.11] (db=pfam)	1.0	0.999	3	11	11	11	0	2	1	2	4	2	0	2	1	2	4	2	0	2	1	2	4	2	26936.965	14721.828	27377.484	36869.625	20431.262	37554.926	13900.669	0.0	14264.388	16928.445	16984.025	17328.697	
RhASF-10_1_414	RhASF-10_1_414 rank: D; LytR_cpsA_psr family [PF03816.19]; LytR cell envelope-related transcriptional attenuator [PF13399.11] (db=pfam)	RhASF-10_1_414 rank: D; LytR_cpsA_psr family [PF03816.19]; LytR cell envelope-related transcriptional attenuator [PF13399.11] (db=pfam)		490			RhASF-10_1_414 rank: D; LytR_cpsA_psr family [PF03816.19]; LytR cell envelope-related transcriptional attenuator [PF13399.11] (db=pfam)	1.0	0.999	5	84	84	84	13	13	15	10	18	15	13	13	15	10	18	15	13	13	15	10	18	15	213238.06	220506.48	227994.78	199428.08	207967.39	213654.16	94669.375	97379.234	100389.2	84906.13	83329.445	92100.74	
RhASF-10_1_4141	RhASF-10_1_4141 rank: D; EthD domain [PF07110.16] (db=pfam)	RhASF-10_1_4141 rank: D; EthD domain [PF07110.16] (db=pfam)		105			RhASF-10_1_4141 rank: D; EthD domain [PF07110.16] (db=pfam)	0.987	0.999	1	10	10	10	0	0	0	5	2	3	0	0	0	5	2	3	0	0	0	5	2	3	6382.0874	7148.1216	0.0	13041.617	11383.469	13129.391	0.0	0.0	0.0	0.0	0.0	0.0	
RhASF-10_1_4142	RhASF-10_1_4142 rank: C; oxepin-CoA hydrolase / 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase [EC:3.3.2.12 1.2.1.91] (db=kegg)	RhASF-10_1_4142 rank: C; oxepin-CoA hydrolase / 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase [EC:3.3.2.12 1.2.1.91] (db=kegg)		675			RhASF-10_1_4142 rank: C; oxepin-CoA hydrolase / 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase [EC:3.3.2.12 1.2.1.91] (db=kegg)	1.0	0.999	16	28	28	101	3	5	1	7	6	6	3	5	1	7	6	6	11	12	8	27	20	23	61800.01	81768.984	62035.133	98794.14	78279.05	93925.14	15373.113	17377.008	15919.045	20757.758	20131.434	20807.07	
RhASF-10_1_4143	RhASF-10_1_4143 rank: D; Tetracyclin repressor-like, C-terminal domain [PF17932.6]; Bacterial regulatory proteins, tetR family [PF00440.28] (db=pfam)	RhASF-10_1_4143 rank: D; Tetracyclin repressor-like, C-terminal domain [PF17932.6]; Bacterial regulatory proteins, tetR family [PF00440.28] (db=pfam)		203			RhASF-10_1_4143 rank: D; Tetracyclin repressor-like, C-terminal domain [PF17932.6]; Bacterial regulatory proteins, tetR family [PF00440.28] (db=pfam)	1.0	0.999	9	48	48	68	6	8	5	10	8	11	6	8	5	10	8	11	9	11	10	14	11	13	94173.15	98352.02	93050.43	95217.305	50807.09	102535.266	31667.209	32958.336	30782.787	27884.705	27811.19	33618.34	
RhASF-10_1_4144	RhASF-10_1_4144 rank: D; Thiolase, N-terminal domain [PF00108.28]; Thiolase, C-terminal domain [PF02803.23] (db=pfam)	RhASF-10_1_4144 rank: D; Thiolase, N-terminal domain [PF00108.28]; Thiolase, C-terminal domain [PF02803.23] (db=pfam)		399			RhASF-10_1_4144 rank: D; Thiolase, N-terminal domain [PF00108.28]; Thiolase, C-terminal domain [PF02803.23] (db=pfam)	0.992	0.999	3	6	6	13	0	1	0	1	4	0	0	1	0	1	4	0	0	1	0	5	5	2	5476.1836	6911.3213	6188.4595	8756.488	11289.015	9402.985	0.0	0.0	0.0	0.0	0.0	0.0	
RhASF-10_1_4145	RhASF-10_1_4145 rank: D; Enoyl-CoA hydratase/isomerase [PF00378.25]; Enoyl-CoA hydratase/isomerase [PF16113.10] (db=pfam)	RhASF-10_1_4145 rank: D; Enoyl-CoA hydratase/isomerase [PF00378.25]; Enoyl-CoA hydratase/isomerase [PF16113.10] (db=pfam)		240			RhASF-10_1_4145 rank: D; Enoyl-CoA hydratase/isomerase [PF00378.25]; Enoyl-CoA hydratase/isomerase [PF16113.10] (db=pfam)	0.9995	0.999	2	3	3	3	0	0	0	0	1	2	0	0	0	0	1	2	0	0	0	0	1	2	0.0	0.0	0.0	4470.226	4641.3115	21773.607	0.0	0.0	0.0	0.0	0.0	0.0	
RhASF-10_1_4146	RhASF-10_1_4146 rank: D; 3-hydroxyacyl-CoA dehydrogenase, NAD binding domain [PF02737.23]; 3-hydroxyacyl-CoA dehydrogenase, C-terminal domain [PF00725.27] (db=pfam)	RhASF-10_1_4146 rank: D; 3-hydroxyacyl-CoA dehydrogenase, NAD binding domain [PF02737.23]; 3-hydroxyacyl-CoA dehydrogenase, C-terminal domain [PF00725.27] (db=pfam)		283			RhASF-10_1_4146 rank: D; 3-hydroxyacyl-CoA dehydrogenase, NAD binding domain [PF02737.23]; 3-hydroxyacyl-CoA dehydrogenase, C-terminal domain [PF00725.27] (db=pfam)	0.9998	0.999	5	5	5	8	0	0	1	0	0	4	0	0	1	0	0	4	0	0	1	2	1	4	4916.3706	0.0	5475.0776	17620.281	11578.478	17928.06	0.0	0.0	0.0	9141.856	0.0	9302.724	
RhASF-10_1_4147	RhASF-10_1_4147 rank: C; 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase [EC:5.3.3.18] (db=kegg)	RhASF-10_1_4147 rank: C; 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase [EC:5.3.3.18] (db=kegg)		256			RhASF-10_1_4147 rank: C; 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase [EC:5.3.3.18] (db=kegg)	1.0	0.999	4	20	20	20	0	0	0	3	11	6	0	0	0	3	11	6	0	0	0	3	11	6	12185.156	14796.356	5986.33	22502.693	47822.63	34362.637	6385.023	7431.1587	0.0	17218.146	21797.295	16666.348	
